Identificador,Producto,Marca,Precio,Cantidad
3064681,Cuaderno,Maped,3,344
7904735,Plumon,Sharpie,8,205
2466488,Lapiz,Bic,15,208
9700905,Cuaderno,Norma,8,681
1161724,Libro,Fabber Castell,5,111
3876731,Tijeras,Pritt,5,135
3652922,Libro,Faber Castell,8,245
4349839,Tijeras,Norma,3,656
8862885,Lapiz,Norma,3,409
8147082,Sacapuntas,Maped,13,133
4776743,Tijeras,Staedtler,3,432
2719382,Plumon,Fabber Castell,3,729
1588224,Regla,Milan,20,781
4670089,Pegamento,Fabber Castell,10,160
1212146,Cuaderno,Staedtler,8,720
9694092,Goma,Staedtler,13,566
6662407,Regla,Fabber Castell,11,707
1312066,Regla,Santillana,11,325
5700201,Goma,Fabber Castell,20,260
3908546,Goma,Maped,7,674
9181743,Goma,Sharpie,8,313
5662992,Regla,Norma,20,715
9305357,Plumon,Maped,8,462
4021211,Sacapuntas,Milan,7,313
1223879,Regla,Staedtler,20,186
4158661,Goma,Pritt,15,189
4844079,Sacapuntas,Fabber Castell,5,390
2274722,Libro,Staedtler,2,296
4691741,Cuaderno,Staedtler,13,654
3384250,Borrador,Maped,7,149
7292919,Sacapuntas,Norma,13,102
5314135,Regla,Staedtler,10,571
5529273,Borrador,Staedtler,10,664
7336382,Cuaderno,Faber Castell,8,111
9400008,Pegamento,Staedtler,8,399
7681791,Borrador,Bic,2,484
3521122,Lapiz,Milan,2,597
9851617,Pegamento,Faber Castell,11,429
4254657,Plumon,Norma,20,136
5801845,Borrador,Milan,7,510
1716732,Libro,Pritt,3,767
6021735,Plumon,Maped,20,334
9863613,Plumon,Pritt,5,326
9791287,Pegamento,Norma,5,531
1463999,Libro,Faber Castell,5,346
1053636,Plumon,Faber Castell,13,554
9424459,Regla,Santillana,15,181
6981300,Sacapuntas,Staedtler,15,751
1295978,Tijeras,Milan,7,166
1741981,Plumon,Fabber Castell,5,195
3187685,Libro,Pritt,10,560
9802001,Plumon,Milan,20,137
9138569,Borrador,Santillana,20,776
1697250,Sacapuntas,Norma,20,760
9620652,Tijeras,Pritt,3,121
7285175,Libro,Maped,15,439
1035279,Lapiz,Pritt,11,593
6496165,Regla,Faber Castell,2,429
2717891,Libro,Bic,3,647
9160275,Pegamento,Pritt,8,707
5658155,Lapiz,Norma,20,657
2383230,Pegamento,Fabber Castell,3,590
8622617,Tijeras,Staedtler,11,707
1071645,Sacapuntas,Milan,7,361
3184544,Libro,Bic,2,747
6814468,Pegamento,Fabber Castell,7,327
7077806,Regla,Pritt,15,278
4015276,Regla,Staedtler,2,360
7320908,Cuaderno,Staedtler,10,326
7514351,Borrador,Pritt,13,763
3532951,Pegamento,Santillana,5,536
1179124,Borrador,Pritt,10,569
9274171,Plumon,Faber Castell,10,518
8071341,Cuaderno,Milan,8,411
2929327,Pegamento,Norma,2,444
4150457,Libro,Maped,5,459
1770356,Goma,Santillana,8,251
2903907,Borrador,Santillana,8,445
5129637,Plumon,Pritt,10,483
1860416,Lapiz,Maped,2,190
8627076,Cuaderno,Norma,5,545
1122119,Regla,Maped,3,674
6560773,Goma,Bic,3,310
1925462,Regla,Faber Castell,20,277
5181545,Plumon,Staedtler,3,730
5753251,Goma,Fabber Castell,10,775
4821094,Goma,Milan,5,609
3035128,Lapiz,Pritt,3,678
5471084,Pegamento,Pritt,20,496
2592220,Regla,Santillana,11,312
6567730,Lapiz,Sharpie,2,189
4463373,Lapiz,Pritt,3,312
7952785,Cuaderno,Faber Castell,8,356
7992957,Plumon,Bic,15,676
4652594,Cuaderno,Milan,11,718
9132860,Lapiz,Staedtler,8,768
4506106,Lapiz,Faber Castell,13,756
4636109,Libro,Santillana,5,282
8892007,Cuaderno,Maped,8,164
9160552,Regla,Pritt,10,744
9018368,Lapiz,Milan,7,643
5357887,Libro,Sharpie,3,181
1004044,Borrador,Maped,3,761
3397429,Pegamento,Milan,13,427
8166386,Tijeras,Pritt,11,793
7089648,Pegamento,Maped,13,502
8023327,Cuaderno,Santillana,3,709
6137376,Borrador,Norma,2,538
1652186,Cuaderno,Norma,7,182
9914117,Tijeras,Maped,5,153
5484401,Plumon,Fabber Castell,8,441
8521216,Plumon,Norma,3,273
6043641,Lapiz,Maped,11,244
7312156,Regla,Pritt,2,739
8282447,Regla,Santillana,15,732
9786893,Borrador,Maped,11,454
4797031,Goma,Faber Castell,7,690
1886920,Libro,Faber Castell,10,501
6044451,Lapiz,Norma,11,238
8936572,Plumon,Santillana,20,682
1729312,Tijeras,Faber Castell,13,671
6995036,Cuaderno,Santillana,20,364
7942236,Goma,Bic,8,269
1363208,Lapiz,Santillana,2,496
6511577,Tijeras,Maped,3,795
7783020,Goma,Sharpie,20,587
7142838,Sacapuntas,Milan,13,581
3687159,Libro,Sharpie,13,760
6906945,Pegamento,Pritt,3,566
6388716,Regla,Bic,8,187
9585663,Lapiz,Milan,2,175
9381351,Tijeras,Santillana,20,213
3959795,Goma,Santillana,13,373
1783998,Libro,Milan,13,199
1823312,Lapiz,Maped,2,563
3323460,Regla,Pritt,11,786
7485899,Goma,Pritt,2,601
3942646,Pegamento,Faber Castell,11,594
2865972,Tijeras,Fabber Castell,15,523
7689379,Plumon,Bic,10,364
1305969,Sacapuntas,Santillana,2,193
1759907,Lapiz,Pritt,3,636
8156260,Plumon,Staedtler,13,720
2316162,Plumon,Faber Castell,13,713
9252435,Pegamento,Faber Castell,7,657
2494569,Sacapuntas,Sharpie,11,794
7875614,Borrador,Sharpie,13,741
4765151,Tijeras,Santillana,20,269
1899412,Regla,Santillana,11,171
6612674,Lapiz,Staedtler,20,126
5208181,Pegamento,Santillana,15,531
8699833,Borrador,Santillana,13,453
3193545,Plumon,Staedtler,2,480
9539779,Cuaderno,Sharpie,11,501
1077025,Plumon,Sharpie,11,464
3286167,Goma,Milan,8,443
6551584,Pegamento,Pritt,10,655
2933935,Pegamento,Sharpie,2,793
7158582,Regla,Milan,8,738
9551877,Cuaderno,Sharpie,13,649
5645963,Pegamento,Milan,20,731
1893633,Sacapuntas,Bic,13,568
8421928,Tijeras,Pritt,7,195
9685559,Regla,Sharpie,20,412
1021088,Plumon,Sharpie,20,591
3537784,Borrador,Milan,10,120
2324988,Regla,Bic,5,514
8932255,Tijeras,Norma,11,218
9018080,Plumon,Norma,20,545
8312808,Sacapuntas,Santillana,2,115
9988459,Borrador,Sharpie,2,347
3030551,Regla,Maped,15,507
7625218,Regla,Staedtler,3,478
6086629,Sacapuntas,Sharpie,2,109
9340894,Cuaderno,Norma,15,134
3979798,Sacapuntas,Fabber Castell,7,480
3136197,Goma,Bic,7,118
9305504,Goma,Fabber Castell,11,116
4893477,Tijeras,Staedtler,3,518
7439378,Lapiz,Maped,15,350
5394422,Regla,Bic,15,357
3453111,Borrador,Santillana,3,465
8410965,Goma,Santillana,7,181
6174524,Tijeras,Maped,5,157
3144930,Tijeras,Faber Castell,15,174
1718597,Sacapuntas,Faber Castell,3,389
8365168,Goma,Staedtler,13,765
7771026,Regla,Bic,8,663
3322957,Plumon,Maped,3,768
9274793,Plumon,Sharpie,7,380
1921946,Pegamento,Fabber Castell,3,339
4737999,Plumon,Santillana,5,495
5241219,Libro,Staedtler,15,766
3870074,Borrador,Norma,3,493
5564729,Goma,Faber Castell,3,235
7164494,Cuaderno,Bic,3,756
1301894,Plumon,Pritt,20,611
8487714,Tijeras,Faber Castell,7,386
9764852,Cuaderno,Staedtler,7,407
4075358,Cuaderno,Santillana,11,668
1077936,Lapiz,Maped,8,734
3471489,Tijeras,Fabber Castell,10,488
2482823,Cuaderno,Maped,13,196
1944623,Tijeras,Pritt,3,647
9318222,Sacapuntas,Norma,13,376
3035491,Pegamento,Santillana,5,154
7805938,Borrador,Santillana,20,303
5032578,Sacapuntas,Milan,20,800
9913811,Regla,Norma,20,192
9496238,Sacapuntas,Maped,5,759
3399728,Libro,Santillana,13,112
6678739,Sacapuntas,Staedtler,3,422
2433550,Goma,Faber Castell,10,783
1786946,Pegamento,Staedtler,20,660
2466354,Lapiz,Maped,20,552
9933318,Plumon,Bic,11,354
3009754,Cuaderno,Bic,3,237
4470852,Goma,Maped,15,489
2888427,Cuaderno,Fabber Castell,2,671
7736807,Regla,Faber Castell,5,177
5707140,Lapiz,Bic,5,507
1908007,Lapiz,Pritt,7,394
7697659,Tijeras,Pritt,5,544
1334644,Libro,Staedtler,5,629
2414638,Pegamento,Sharpie,11,581
4316726,Borrador,Norma,3,269
2036203,Regla,Faber Castell,20,237
3599952,Cuaderno,Santillana,13,404
9447438,Goma,Fabber Castell,15,687
8726590,Borrador,Norma,2,602
7015788,Cuaderno,Fabber Castell,20,142
1374393,Libro,Norma,5,143
8263670,Sacapuntas,Staedtler,3,769
7897203,Pegamento,Staedtler,2,112
6262485,Regla,Norma,13,679
9783586,Lapiz,Sharpie,15,380
6584635,Pegamento,Sharpie,11,708
7282696,Plumon,Staedtler,10,293
9482273,Cuaderno,Norma,3,173
1323511,Borrador,Pritt,15,524
9963831,Borrador,Bic,8,399
7807760,Pegamento,Maped,11,731
4877270,Pegamento,Maped,13,586
6867391,Libro,Faber Castell,5,740
1457499,Libro,Norma,3,263
4643633,Plumon,Norma,15,173
1340692,Goma,Santillana,7,230
3267565,Libro,Milan,15,258
2318540,Borrador,Pritt,20,697
9075575,Cuaderno,Santillana,20,444
1483437,Cuaderno,Fabber Castell,3,109
2101025,Libro,Norma,7,590
5740860,Pegamento,Milan,7,414
2402542,Goma,Staedtler,3,253
1511056,Sacapuntas,Sharpie,2,320
3342446,Pegamento,Bic,15,651
6153122,Pegamento,Fabber Castell,20,634
8333109,Borrador,Santillana,20,480
5501308,Pegamento,Milan,8,221
6249087,Regla,Milan,3,738
4854596,Goma,Norma,11,355
3737655,Lapiz,Santillana,5,437
2986985,Lapiz,Santillana,15,505
7923073,Lapiz,Santillana,7,325
3851598,Regla,Santillana,15,154
1609014,Regla,Staedtler,3,649
6207779,Cuaderno,Bic,15,441
7372488,Regla,Faber Castell,15,466
6428133,Cuaderno,Bic,3,250
8711793,Plumon,Bic,15,557
4874900,Regla,Maped,2,430
9775945,Tijeras,Sharpie,5,711
6662715,Sacapuntas,Norma,2,746
9724332,Borrador,Santillana,2,720
5347086,Lapiz,Norma,7,682
3717242,Cuaderno,Norma,11,731
8835295,Plumon,Santillana,10,753
7796556,Regla,Fabber Castell,20,374
1613778,Tijeras,Faber Castell,15,644
4440397,Regla,Fabber Castell,7,747
1561834,Pegamento,Staedtler,13,171
9943051,Sacapuntas,Milan,3,678
4947248,Sacapuntas,Pritt,13,451
2441657,Tijeras,Sharpie,7,385
5489217,Tijeras,Norma,7,433
3372928,Plumon,Fabber Castell,2,666
6569900,Cuaderno,Sharpie,7,151
7778270,Libro,Fabber Castell,8,743
6072412,Sacapuntas,Milan,15,296
8195755,Goma,Maped,15,234
8806289,Plumon,Milan,5,567
5048969,Cuaderno,Sharpie,7,721
9831305,Plumon,Staedtler,10,794
4122601,Plumon,Faber Castell,8,435
6339462,Cuaderno,Sharpie,10,354
1897926,Tijeras,Sharpie,8,726
6037147,Pegamento,Fabber Castell,2,368
7596451,Lapiz,Fabber Castell,3,317
7599946,Pegamento,Santillana,13,609
2097052,Tijeras,Norma,5,687
6293949,Sacapuntas,Pritt,8,215
8918009,Pegamento,Faber Castell,3,109
9635841,Lapiz,Staedtler,8,458
4848590,Goma,Sharpie,5,668
9769411,Cuaderno,Faber Castell,3,302
2135649,Regla,Sharpie,3,264
9535617,Libro,Fabber Castell,20,751
4939114,Regla,Norma,8,370
1393541,Lapiz,Norma,3,378
2943515,Libro,Norma,5,679
9620050,Regla,Sharpie,5,469
8080533,Plumon,Milan,13,178
8717164,Plumon,Sharpie,11,440
3184334,Pegamento,Fabber Castell,2,595
2147921,Plumon,Pritt,5,703
1554158,Regla,Staedtler,13,123
6313131,Plumon,Pritt,7,457
8180854,Libro,Milan,5,131
2257688,Pegamento,Maped,2,695
8097373,Lapiz,Norma,11,475
1046109,Regla,Santillana,3,543
3983906,Lapiz,Santillana,15,550
4641113,Lapiz,Santillana,15,427
5938466,Regla,Fabber Castell,10,169
9344958,Cuaderno,Staedtler,13,513
8793204,Libro,Faber Castell,15,471
1408195,Pegamento,Milan,8,208
1682834,Tijeras,Sharpie,11,532
2258799,Borrador,Milan,8,727
8628710,Sacapuntas,Sharpie,5,505
3785270,Sacapuntas,Milan,11,267
3454911,Plumon,Bic,5,633
9090626,Tijeras,Maped,11,576
5644071,Tijeras,Maped,11,305
1231582,Tijeras,Bic,8,301
1994210,Tijeras,Milan,5,637
9832563,Plumon,Pritt,3,589
2342056,Pegamento,Pritt,13,595
1176549,Plumon,Milan,7,579
6163383,Libro,Bic,10,391
2823507,Sacapuntas,Faber Castell,10,363
2631032,Pegamento,Norma,2,397
5688692,Pegamento,Pritt,5,221
3935895,Lapiz,Milan,20,246
2899009,Plumon,Faber Castell,20,499
6786148,Regla,Maped,5,555
9422828,Tijeras,Faber Castell,10,492
9640779,Goma,Fabber Castell,5,317
2841253,Tijeras,Bic,5,307
1270453,Lapiz,Santillana,13,645
7662989,Pegamento,Santillana,7,227
1496413,Borrador,Fabber Castell,3,396
4926550,Plumon,Santillana,20,320
9438377,Goma,Sharpie,10,633
4899925,Libro,Bic,8,624
4602024,Pegamento,Maped,7,371
9466741,Plumon,Bic,20,669
9416017,Libro,Faber Castell,15,314
1714159,Sacapuntas,Pritt,5,337
6277235,Borrador,Pritt,3,747
2591148,Goma,Bic,7,503
6378502,Lapiz,Faber Castell,7,189
2884088,Libro,Bic,2,749
7052703,Libro,Bic,15,151
9764779,Pegamento,Staedtler,13,229
4552928,Regla,Faber Castell,15,165
2951634,Borrador,Fabber Castell,2,732
7704168,Pegamento,Pritt,13,755
6997270,Borrador,Sharpie,8,552
7818270,Cuaderno,Staedtler,13,234
6644466,Pegamento,Faber Castell,11,205
3695351,Goma,Fabber Castell,15,531
2212188,Pegamento,Bic,3,499
4517192,Libro,Bic,10,124
6158774,Plumon,Pritt,7,553
7178469,Regla,Fabber Castell,8,217
7660424,Pegamento,Sharpie,8,731
3395888,Borrador,Sharpie,11,697
4270274,Regla,Santillana,7,482
5395547,Borrador,Pritt,5,757
3191351,Borrador,Santillana,3,131
1281718,Regla,Staedtler,3,279
6508054,Pegamento,Milan,8,147
2010967,Pegamento,Fabber Castell,5,615
9112724,Goma,Faber Castell,11,723
7340569,Libro,Faber Castell,5,262
2765328,Lapiz,Norma,13,156
3708181,Regla,Staedtler,3,249
7354441,Lapiz,Maped,7,584
5053453,Tijeras,Maped,5,178
4143431,Lapiz,Faber Castell,15,295
9044192,Borrador,Maped,5,585
1569627,Goma,Pritt,20,225
1139467,Borrador,Milan,7,330
4047446,Lapiz,Norma,20,250
8570746,Cuaderno,Norma,3,422
9101388,Libro,Bic,11,301
6983859,Libro,Norma,10,128
7995132,Tijeras,Sharpie,13,773
7119156,Plumon,Fabber Castell,3,612
8257497,Sacapuntas,Bic,8,479
2432651,Plumon,Sharpie,11,517
9134435,Cuaderno,Fabber Castell,20,596
9900296,Lapiz,Maped,10,655
8836391,Pegamento,Maped,7,353
2629006,Cuaderno,Pritt,20,330
4974879,Plumon,Fabber Castell,20,513
7843087,Lapiz,Norma,8,255
9797913,Libro,Staedtler,13,385
2115892,Pegamento,Bic,2,585
1594455,Cuaderno,Staedtler,2,767
9427772,Goma,Faber Castell,5,267
9721686,Cuaderno,Norma,20,415
8765511,Borrador,Fabber Castell,10,139
4667169,Pegamento,Fabber Castell,7,230
5597523,Regla,Milan,15,633
9813647,Pegamento,Staedtler,7,454
9058735,Pegamento,Santillana,5,721
7909510,Borrador,Pritt,2,606
4081696,Pegamento,Pritt,3,335
5778922,Tijeras,Santillana,13,783
2021330,Plumon,Staedtler,20,396
6942361,Goma,Bic,13,447
4650504,Plumon,Faber Castell,7,476
7577209,Borrador,Maped,7,107
5038139,Lapiz,Norma,20,671
7971988,Borrador,Fabber Castell,10,181
7889671,Tijeras,Maped,7,385
9577710,Regla,Sharpie,2,533
7039272,Regla,Pritt,8,564
6126267,Cuaderno,Maped,15,614
7167936,Libro,Fabber Castell,5,706
1105827,Regla,Milan,3,372
8382018,Sacapuntas,Santillana,11,328
2892812,Plumon,Maped,8,727
5410454,Plumon,Maped,11,407
5506520,Sacapuntas,Fabber Castell,7,377
1533110,Libro,Sharpie,13,521
2236826,Goma,Bic,8,284
7850559,Regla,Milan,10,564
3577860,Goma,Maped,8,437
4558717,Cuaderno,Santillana,11,671
2322776,Plumon,Bic,10,296
3772257,Sacapuntas,Sharpie,8,199
1843367,Lapiz,Milan,20,114
1538292,Libro,Sharpie,3,510
9233770,Sacapuntas,Maped,3,559
9797361,Goma,Milan,7,726
7427651,Regla,Norma,5,439
5750505,Sacapuntas,Sharpie,3,375
9014018,Cuaderno,Staedtler,20,727
2489568,Borrador,Maped,7,603
1804666,Tijeras,Bic,2,208
7546543,Plumon,Bic,7,307
4077271,Pegamento,Faber Castell,20,634
3246729,Pegamento,Sharpie,7,226
5679321,Goma,Faber Castell,2,301
2618739,Sacapuntas,Fabber Castell,13,457
8373931,Lapiz,Santillana,2,655
6113556,Lapiz,Fabber Castell,13,671
4249078,Libro,Fabber Castell,20,295
7156793,Regla,Sharpie,20,284
3910969,Lapiz,Bic,5,703
7950546,Tijeras,Faber Castell,8,626
7752384,Sacapuntas,Faber Castell,15,164
3174017,Plumon,Santillana,15,759
8849807,Sacapuntas,Santillana,15,788
4177810,Sacapuntas,Fabber Castell,20,493
2611916,Libro,Maped,5,161
7688436,Regla,Milan,7,135
5553770,Sacapuntas,Sharpie,10,783
9999954,Plumon,Bic,2,651
9847027,Lapiz,Fabber Castell,10,297
8621445,Plumon,Sharpie,2,484
6030143,Tijeras,Bic,3,582
7257356,Tijeras,Norma,2,777
7388964,Cuaderno,Maped,3,337
3605172,Sacapuntas,Santillana,10,137
8467847,Plumon,Maped,20,391
4694219,Goma,Milan,7,427
5562046,Sacapuntas,Norma,13,182
1104843,Pegamento,Faber Castell,20,513
1423303,Cuaderno,Faber Castell,3,633
8416025,Libro,Fabber Castell,3,167
8164276,Tijeras,Fabber Castell,10,200
3158453,Pegamento,Sharpie,5,743
9637728,Tijeras,Maped,10,400
8090298,Sacapuntas,Maped,2,411
8119851,Libro,Norma,13,130
1691639,Tijeras,Pritt,7,396
7266341,Regla,Pritt,20,718
5817588,Cuaderno,Bic,3,605
1411832,Plumon,Sharpie,15,310
3170223,Cuaderno,Fabber Castell,11,261
6107944,Pegamento,Norma,3,433
3926038,Borrador,Santillana,20,128
1268498,Lapiz,Norma,7,443
1304720,Borrador,Milan,10,582
3494162,Libro,Faber Castell,7,107
6753708,Cuaderno,Faber Castell,5,176
6700290,Borrador,Faber Castell,8,364
3315035,Tijeras,Faber Castell,20,445
4658514,Sacapuntas,Maped,10,447
8710864,Regla,Pritt,3,579
1663723,Regla,Norma,10,466
7648889,Plumon,Fabber Castell,8,413
4866097,Regla,Maped,13,684
8464970,Sacapuntas,Santillana,3,785
5372669,Lapiz,Santillana,2,548
8968511,Pegamento,Santillana,8,572
2836699,Sacapuntas,Maped,3,273
1842423,Regla,Bic,7,563
7911115,Tijeras,Santillana,11,166
1669588,Goma,Bic,3,627
7455711,Goma,Bic,20,457
4257584,Cuaderno,Maped,7,657
5125045,Goma,Bic,11,660
3664743,Plumon,Staedtler,5,610
9405190,Regla,Maped,5,403
6463774,Sacapuntas,Faber Castell,8,753
4068880,Pegamento,Norma,20,594
7094606,Libro,Pritt,8,581
4065837,Goma,Staedtler,20,231
1584853,Borrador,Pritt,2,575
9712227,Borrador,Pritt,20,466
6692172,Borrador,Sharpie,3,362
4985345,Plumon,Faber Castell,10,289
4066033,Tijeras,Maped,15,111
5333157,Plumon,Staedtler,7,601
1694116,Plumon,Sharpie,20,433
5745258,Libro,Norma,8,520
4269568,Cuaderno,Pritt,15,677
7838218,Tijeras,Norma,15,323
6532518,Cuaderno,Santillana,2,135
9007516,Pegamento,Maped,7,671
5878249,Pegamento,Staedtler,8,754
3114683,Libro,Norma,13,316
8258989,Lapiz,Bic,3,752
1234132,Cuaderno,Norma,10,411
1524411,Sacapuntas,Maped,11,492
1117537,Pegamento,Faber Castell,20,767
3496050,Cuaderno,Milan,11,371
1305758,Borrador,Sharpie,2,590
2334142,Cuaderno,Maped,2,157
6174223,Cuaderno,Bic,7,231
8601854,Borrador,Bic,11,307
8839577,Plumon,Staedtler,8,193
4346300,Sacapuntas,Sharpie,10,726
3879896,Lapiz,Maped,13,491
9433654,Plumon,Norma,10,557
7946250,Sacapuntas,Maped,15,568
9949620,Lapiz,Pritt,8,292
8541002,Goma,Fabber Castell,10,571
8243194,Pegamento,Norma,8,607
7249062,Goma,Faber Castell,11,646
4780293,Pegamento,Norma,5,302
9792981,Pegamento,Norma,11,530
2051967,Lapiz,Pritt,5,701
7801926,Regla,Maped,3,789
5714661,Lapiz,Fabber Castell,8,487
3507916,Plumon,Sharpie,20,729
8734951,Lapiz,Pritt,10,118
7594432,Regla,Pritt,20,742
4021598,Regla,Staedtler,20,172
9651326,Pegamento,Maped,2,364
3225063,Lapiz,Faber Castell,8,176
1923942,Tijeras,Norma,8,221
1593622,Borrador,Pritt,5,487
2593126,Plumon,Santillana,7,135
2155256,Libro,Milan,20,110
6590881,Pegamento,Fabber Castell,7,340
9101266,Libro,Maped,8,733
3020584,Sacapuntas,Pritt,2,192
1896214,Lapiz,Faber Castell,5,569
2570987,Cuaderno,Sharpie,2,665
6712724,Goma,Santillana,8,214
1445587,Libro,Pritt,3,472
6394334,Goma,Fabber Castell,13,338
9975041,Lapiz,Fabber Castell,7,315
5922901,Libro,Sharpie,2,663
3047661,Cuaderno,Fabber Castell,7,306
2425193,Regla,Santillana,13,750
2057948,Libro,Norma,7,169
1915010,Tijeras,Staedtler,5,682
9559979,Regla,Staedtler,7,200
3948395,Goma,Staedtler,2,317
4816338,Cuaderno,Maped,7,700
9460247,Goma,Bic,10,328
3203639,Pegamento,Milan,13,712
7410334,Lapiz,Norma,10,335
3228273,Sacapuntas,Maped,2,702
4492394,Libro,Norma,5,639
6828601,Goma,Faber Castell,10,726
9066933,Cuaderno,Sharpie,20,717
5688564,Goma,Faber Castell,7,409
2855556,Plumon,Fabber Castell,7,665
7807557,Goma,Sharpie,7,167
7543590,Goma,Norma,3,605
3279011,Pegamento,Sharpie,13,284
5758342,Tijeras,Norma,20,733
1331082,Pegamento,Pritt,5,427
1863536,Plumon,Faber Castell,8,659
9219401,Lapiz,Pritt,10,348
7805890,Lapiz,Maped,20,224
4643961,Regla,Milan,15,193
6894321,Libro,Bic,11,191
7906070,Tijeras,Santillana,10,177
7719884,Tijeras,Milan,3,455
4040217,Plumon,Bic,13,314
3203857,Goma,Santillana,5,564
3628123,Goma,Norma,7,253
6333484,Cuaderno,Bic,11,312
2398910,Libro,Norma,3,492
9173515,Plumon,Bic,11,482
3539678,Borrador,Fabber Castell,20,701
8151680,Regla,Staedtler,3,196
6800157,Tijeras,Santillana,3,218
4225098,Libro,Norma,11,544
6007308,Cuaderno,Staedtler,7,427
2307717,Goma,Santillana,10,201
8684329,Regla,Santillana,3,293
4737841,Regla,Sharpie,13,212
6177203,Lapiz,Maped,3,467
3322061,Lapiz,Santillana,11,379
3832486,Libro,Bic,5,386
6023982,Libro,Fabber Castell,13,692
2677692,Plumon,Norma,3,339
1573347,Cuaderno,Faber Castell,5,277
2004317,Pegamento,Faber Castell,15,154
9300622,Borrador,Sharpie,15,235
5390083,Plumon,Sharpie,2,765
4070475,Cuaderno,Fabber Castell,13,515
1487024,Cuaderno,Norma,5,375
1394862,Sacapuntas,Norma,15,186
6552150,Libro,Pritt,3,740
5395922,Regla,Bic,2,772
7084032,Lapiz,Sharpie,20,764
5112979,Pegamento,Sharpie,3,665
5877286,Plumon,Sharpie,11,193
5806185,Tijeras,Fabber Castell,7,259
2922928,Borrador,Santillana,8,738
6683200,Goma,Maped,8,600
6260198,Cuaderno,Milan,2,649
4892795,Borrador,Milan,2,200
7984514,Libro,Fabber Castell,2,523
7048781,Regla,Pritt,3,774
7606619,Regla,Milan,15,347
4006154,Borrador,Milan,20,490
7399150,Pegamento,Fabber Castell,20,621
4733302,Libro,Santillana,7,502
5630759,Goma,Santillana,7,369
8289524,Borrador,Pritt,13,685
3725351,Regla,Pritt,10,176
2380624,Lapiz,Faber Castell,5,107
6499285,Cuaderno,Milan,11,261
1474861,Cuaderno,Sharpie,7,461
1707281,Plumon,Sharpie,20,669
9566021,Goma,Maped,7,309
1274039,Regla,Bic,13,228
6975191,Sacapuntas,Fabber Castell,13,112
2956010,Pegamento,Sharpie,20,249
7046158,Borrador,Maped,2,732
7896185,Plumon,Norma,10,192
1512804,Plumon,Milan,2,603
5381976,Pegamento,Staedtler,2,257
6513799,Tijeras,Sharpie,15,661
5809326,Pegamento,Santillana,11,458
5696591,Regla,Staedtler,13,215
6824334,Libro,Bic,7,626
7074714,Tijeras,Staedtler,2,102
5774308,Regla,Bic,5,605
6183384,Cuaderno,Milan,8,166
4447901,Sacapuntas,Sharpie,7,521
3377643,Tijeras,Fabber Castell,7,648
9001896,Plumon,Sharpie,11,792
6930438,Goma,Bic,20,654
8660472,Sacapuntas,Norma,8,362
7457854,Borrador,Milan,10,550
8186013,Borrador,Faber Castell,8,513
2499056,Lapiz,Maped,20,511
7786875,Lapiz,Santillana,13,248
2375133,Libro,Fabber Castell,7,130
2425564,Regla,Maped,7,381
2500438,Goma,Fabber Castell,11,395
9359957,Libro,Santillana,20,181
2246768,Borrador,Norma,11,696
3643059,Plumon,Sharpie,15,648
2065097,Tijeras,Faber Castell,3,719
1418371,Regla,Milan,10,732
8670878,Sacapuntas,Maped,5,727
9274865,Cuaderno,Milan,8,346
6880851,Cuaderno,Bic,13,388
4272801,Regla,Faber Castell,11,756
3075193,Sacapuntas,Fabber Castell,11,133
2083845,Sacapuntas,Milan,10,601
1473080,Plumon,Maped,11,187
2373241,Tijeras,Norma,11,710
4143885,Tijeras,Norma,8,617
4607827,Tijeras,Staedtler,8,322
7961255,Tijeras,Staedtler,7,407
5028926,Borrador,Fabber Castell,13,318
7748262,Tijeras,Santillana,3,543
5854281,Pegamento,Staedtler,10,607
3457591,Borrador,Bic,15,684
5580697,Libro,Staedtler,3,576
5116821,Goma,Santillana,13,122
1378311,Libro,Maped,3,624
6617729,Sacapuntas,Norma,20,566
6298916,Borrador,Sharpie,10,714
4156492,Plumon,Maped,20,714
3542589,Regla,Staedtler,2,181
6947319,Pegamento,Maped,11,730
6629952,Sacapuntas,Milan,7,756
1388629,Cuaderno,Sharpie,20,245
8307058,Libro,Bic,11,366
4228613,Libro,Maped,20,180
8362912,Plumon,Bic,13,381
3460713,Sacapuntas,Faber Castell,13,379
5084578,Cuaderno,Sharpie,8,305
6211181,Goma,Maped,10,361
9793985,Borrador,Pritt,8,335
6734627,Tijeras,Fabber Castell,13,516
8065283,Tijeras,Santillana,13,254
6071310,Sacapuntas,Pritt,2,550
3018259,Goma,Norma,15,668
9381019,Libro,Sharpie,15,261
6645698,Lapiz,Norma,2,333
9209302,Pegamento,Pritt,2,244
5100419,Pegamento,Maped,3,158
1244509,Regla,Milan,20,702
3135004,Pegamento,Milan,11,674
1957312,Cuaderno,Santillana,20,532
8207775,Regla,Fabber Castell,20,280
5208132,Cuaderno,Sharpie,11,276
8735476,Sacapuntas,Sharpie,5,384
8495793,Regla,Maped,7,170
1612645,Goma,Santillana,7,799
4328439,Sacapuntas,Pritt,13,651
8485938,Pegamento,Staedtler,8,736
3635032,Regla,Faber Castell,3,389
9351983,Borrador,Fabber Castell,10,654
4479476,Lapiz,Pritt,13,726
1766465,Goma,Maped,20,192
1760809,Goma,Norma,11,233
5665392,Borrador,Faber Castell,8,313
